Designator,Mid X,Mid Y,Layer,Rotation
C1,179.07,-116.84,top,-90
J1,170.8404,-125.0442,top,0
LED1,158.75,-100.1268,top,180
LED2,168.91,-100.1268,top,180
R1,144.78,-119.38,top,-90
R2,149.86,-119.38,top,-90
REF**,181.61,-86.487,top,0
REF**,143.51,-86.487,top,0
REF**,181.61,-126.873,top,0
REF**,143.51,-126.873,top,0
SW1,154.94,-127,top,0
