Designator,Mid X,Mid Y,Layer,Rotation
Cboot1,54.102,-75.057,top,0
Cff1,61.5715,-87.376,top,180
Cin1,55.499,-87.376,top,0
Cin2,55.499,-83.312,top,0
Cinx1,55.499,-85.344,top,0
Cout1,70.358,-84.709,top,180
In,57.722,-88.837,top,0
L1,70.866,-65.786,top,0
Out,74.295,-96.837,top,180
Rfbb1,61.5715,-85.344,top,0
Rfbt1,61.5715,-83.312,top,180
Rff1,70.104,-87.376,top,0
Rpg1,57.15,-74.422,top,-90
U1,54.99,-85.0422,top,180
