Designator,Mid X,Mid Y,Layer,Rotation
C1,20.975mm,-33.365mm,top,180
C2,31.975mm,-29.555mm,top,0
C3,20.975mm,-36.5mm,top,180
C4,20.975mm,-38.445mm,top,180
J1,33mm,-33.92mm,top,0
U1,26.475mm,-34mm,top,0
USB1,27mm,-25.36mm,top,180
Y1,22.05mm,-42.5mm,top,0
